module	genome_name	db_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings	pathwise_copy_number	stepwise_copy_number	per_step_copy_numbers
M00023	Cna_MSK071	Cna_MSK071	Tryptophan biosynthesis, chorismate => tryptophan	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(((K01657+K01658,K13503,K13501,K01656) K00766),K13497) (((K01817,K24017) (K01656,K01609)),K13498,K13501) (K01695+(K01696,K06001),K01694)"	1.0	True	1.0	True	1.0	K00766,K01657,K01658,K01695,K01696,K13498	1,1,1,1,1,1	K00766,K01657,K01658,K01695,K01696,K13498,K24017	1936,1934,1935,1939,1938,1937,589	K24017 is present in multiple modules: M00026/M00023	1	1	1,1,1
M00024	Cna_MSK071	Cna_MSK071	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"((K01850,K04092,K14187,K04093,K04516,K06208,K06209) (K01713,K04518,K05359),K14170) (K00832,K00838)"	0.0	False	0.3333333333333333	False	1.0	K04518	1	K04518	27	None	0	0	0,0
M00025	Cna_MSK071	Cna_MSK071	Tyrosine biosynthesis, chorismate => HPP => tyrosine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(((K01850,K04092,K14170,K04093,K04516,K06208,K06209) (K04517,K00211)),K14187) (K00832,K00838)"	0.0	False	0.3333333333333333	False	1.0	K04517	1	K04517	2233	None	0	0	0,0
M00027	Cna_MSK071	Cna_MSK071	GABA (gamma-Aminobutyrate) shunt	Pathway modules	Amino acid metabolism	Other amino acid metabolism	"K01580 (K13524,K07250,K00823,K16871) (K00135,K00139,K17761)"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00135,K00135,K00135,K00135	1933,60,94,1368	K00135 is present in multiple modules: M00956/M00957/M00027	0	0	0,0,4
M00892	Cna_MSK071	Cna_MSK071	UDP-GlcNAc biosynthesis, eukaryotes, Fru-6P => UDP-GlcNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00820 K00621 K01836 K00972"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K00820	306	K00820 is present in multiple modules: M00892/M00909/M01002/M00995	0	0	1,0,0,0
M00909	Cna_MSK071	Cna_MSK071	UDP-GlcNAc biosynthesis, prokaryotes, Fru-6P => UDP-GlcNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00820 (K03431,K28126) (K04042,K23144,(K28192 (K11528,K00972)))"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00820,K03431,K04042	306,301,1655	K00820 is present in multiple modules: M00892/M00909/M01002/M00995,K03431 is present in multiple modules: M00909/M00995,K04042 is present in multiple modules: M00909/M00995	1	1	1,1,1
M01002	Cna_MSK071	Cna_MSK071	UDP-GalNAc biosynthesis, Fru-6P => UDP-GalNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00820 K28125 K28126 K23144"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K00820	306	K00820 is present in multiple modules: M00892/M00909/M01002/M00995	0	0	1,0,0,0
M00995	Cna_MSK071	Cna_MSK071	UDP-MurNAc biosynthesis, Fru-6P => UDP-MurNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00820 K03431 K04042 K00790 K00075"	1.0	True	1.0	True	1.0	K00075,K00790	1,1	K00075,K00790,K00820,K03431,K04042	1829,281,306,301,1655	K00820 is present in multiple modules: M00892/M00909/M01002/M00995,K03431 is present in multiple modules: M00909/M00995,K04042 is present in multiple modules: M00909/M00995	1	1	1,1,1,1,1
M00549	Cna_MSK071	Cna_MSK071	UDP-Glc biosynthesis, Glc => UDP-Glc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"(K00844,K00845,K25026,K12407,K00886) (K01835,K15779,K15778) (K00963,K12447)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00886,K00963,K01835,K25026	994,1600,2078,2099	K00886 is present in multiple modules: M00001/M00549,K00963 is present in multiple modules: M00129/M00854/M00549,K01835 is present in multiple modules: M00855/M00549,K25026 is present in multiple modules: M00001/M00549	1	1	2,1,1
M01004	Cna_MSK071	Cna_MSK071	UDP-Galf biosynthesis, UDP-Glc => UDP-Galf	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K01784 (K01854,K28214)"	1.0	True	1.0	True	1.0	K01854	1	K01784,K01854	749,39	K01784 is present in multiple modules: M00632/M01004	1	1	1,1
M00997	Cna_MSK071	Cna_MSK071	UDP-Xyl/L-Ara biosynthesis, UDP-Glc => UDP-Xyl => UDP-L-Ala	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00012 K08678 K12448"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00012	86	K00012 is present in multiple modules: M00014/M00129/M00997/M00999/M00761	0	0	1,0,0
M00999	Cna_MSK071	Cna_MSK071	UDP-GlcA/GalA biosynthesis, UDP-Glc => UDP-GlcA => UDP-GalA	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00012 K08679"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00012	86	K00012 is present in multiple modules: M00014/M00129/M00997/M00999/M00761	0	0	1,0
M00554	Cna_MSK071	Cna_MSK071	UDP-Gal biosynthesis, Gal => UDP-Gal	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00849 K00965"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00849,K00965	423,422	K00849 is present in multiple modules: M00632/M00554,K00965 is present in multiple modules: M00632/M00554	1	1	1,1
M01000	Cna_MSK071	Cna_MSK071	GDP-Man biosynthesis, Fru-6P => GDP-Man	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"(K01809,K28465,K15916,K16011) (K17497,K01840,K15778,K16881) (K00966,K00971,K16011,K16881)"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K01809,K01840,K01840	470,462,1786	K01809 is present in multiple modules: M00114/M01000/M01006,K01840 is present in multiple modules: M01000/M01015/M01006	0	0	1,2,0
M01015	Cna_MSK071	Cna_MSK071	GDP-Man biosynthesis, Man => GDP-Man	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00844 (((K17497,K01840,K15778) (K00966,K00971,K16011)),K16881)"	0.0	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01840,K01840	462,1786	K01840 is present in multiple modules: M01000/M01015/M01006	0	0	0,0
M01014	Cna_MSK071	Cna_MSK071	UDP-ManNAcA biosynthesis, UDP-GlcNAc => UDP-ManNAcA	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K01791 K02472"	1.0	True	1.0	True	1.0	K01791,K02472	1,1	K01791,K02472	1353,2150	None	1	1	1,1
M00761	Cna_MSK071	Cna_MSK071	Und-P-alpha-L-Ara4N biosynthesis, UDP-Glc => UDP-L-Ara4FN => Und-P-alpha-L-Ara4N	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00012 K10011 K07806 K10012 K13014"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00012	86	K00012 is present in multiple modules: M00014/M00129/M00997/M00999/M00761	0	0	1,0,0,0,0
M00793	Cna_MSK071	Cna_MSK071	dTDP-L-Rha biosynthesis, Glc-1P => dTDP-L-Rha	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 ((K01790 K00067),K23987)"	1.0	True	1.0	True	1.0	K23987	1	K00973,K01710,K23987	1808,1810,1809	K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027	1	1	1,1,1
M01022	Cna_MSK071	Cna_MSK071	dTDP-6-deoxy-L-Tal biosynthesis, Glc-1P => dTDP-6-deoxy-L-Tal	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K01790 (K19180,K19652)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00973,K01710	1808,1810	K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,No KOfam profile for K19180	0	0	1,1,0,0
M01023	Cna_MSK071	Cna_MSK071	dTDP-D-Fuc3NAc biosynthesis, Glc-1P => dTDP-D-Fuc3NAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K20679 K20680 K20681"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00973,K01710	1808,1810	K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,No KOfam profile for K20679,No KOfam profile for K20680,No KOfam profile for K20681	0	0	1,1,0,0,0
M01024	Cna_MSK071	Cna_MSK071	dTDP-Qui3NAc biosynthesis, Glc-1P => dTDP-Qui3NAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K24249 K24250 K24251"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00973,K01710	1808,1810	K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027	0	0	1,1,0,0,0
M01025	Cna_MSK071	Cna_MSK071	dTDP-D-Fuc4NAc biosynthesis, Glc-1P => dTDP-D-Fuc4NAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K02805 K16704"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00973,K01710	1808,1810	K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027	0	0	1,1,0,0
M01026	Cna_MSK071	Cna_MSK071	dTDP-Qui4NAc biosynthesis, Glc-1P => dTDP-Qui4NAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K20429 K21379"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00973,K01710	1808,1810	K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027	0	0	1,1,0,0
M01027	Cna_MSK071	Cna_MSK071	dTDP-D-Fucf biosynthesis, Glc-1P => dTDP-D-Fucf	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K13306 K20678"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00973,K01710	1808,1810	K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,No KOfam profile for K13306,No KOfam profile for K20678	0	0	1,1,0,0
M01006	Cna_MSK071	Cna_MSK071	GDP-D-Rha4N biosynthesis, Fru-6P => GDP-D-Rha4N	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"(K01809,K28465,K15916,K16011) (K01840,K15778,K16881) (K00966,K00971,K16011,K16881) K01711 K13010"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K01809,K01840,K01840	470,462,1786	K01809 is present in multiple modules: M00114/M01000/M01006,K01840 is present in multiple modules: M01000/M01015/M01006	0	0	1,2,0,0,0
M00872	Cna_MSK071	Cna_MSK071	O-glycan biosynthesis, mannose type (core M3)	Pathway modules	Glycan metabolism	Glycan biosynthesis	"K00728 K18207 K09654 K17547  K21031 K19872 K19873 K21052 K21032 K09668"	0.1	False	0.1	False	1.0	K00728	1	K00728	1607	None	0	0	1,0,0,0,0,0,0,0,0,0
M00888	Cna_MSK071	Cna_MSK071	Galactofuranan biosynthesis, decaprenyl phosphate + UDP-GlcNAc (+ dTDP-Rha/UDP-Galf) => GL-5	Pathway modules	Glycan metabolism	Other polysaccharide metabolism	"K02851 K16870 K16649 K16650"	1.0	True	1.0	True	1.0	K02851,K16649,K16650,K16870	1,1,1,1	K02851,K16649,K16650,K16870	1071,1425,43,457	None	1	1	1,1,1,1
M00127	Cna_MSK071	Cna_MSK071	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03148+K03154 K03151 K03150 K03149 K03147 ((K00941 K00788),K14153,K21219) K00946"	0.5714285714285714	False	0.6875	False	NA	No enzymes unique to module	NA	K00788,K00788,K00941,K00946,K03147,K03147,K03149,K03154	2354,817,816,1153,2116,2355,2351,2352	K00788 is present in multiple modules: M00127/M00895/M00896/M00899,K00941 is present in multiple modules: M00127/M00895/M00896/M00899,K00946 is present in multiple modules: M00127/M00895/M00896,K03147 is present in multiple modules: M00127/M00895/M00896/M00897,K03149 is present in multiple modules: M00127/M00895,K03154 is present in multiple modules: M00127/M00895	0	0	0,0,0,1,2,1,1
M00895	Cna_MSK071	Cna_MSK071	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03148+K03154 K03151 K03153 K03149 K10810 K03147 K00941 K00788 K00946"	0.6666666666666666	False	0.7222222222222222	False	1.0	K03153	1	K00788,K00788,K00941,K00946,K03147,K03147,K03149,K03153,K03154	2354,817,816,1153,2116,2355,2351,2353,2352	K00788 is present in multiple modules: M00127/M00895/M00896/M00899,K00941 is present in multiple modules: M00127/M00895/M00896/M00899,K00946 is present in multiple modules: M00127/M00895/M00896,K03147 is present in multiple modules: M00127/M00895/M00896/M00897,K03149 is present in multiple modules: M00127/M00895,K03154 is present in multiple modules: M00127/M00895	0	0	0,0,1,1,0,2,1,2,1
M00896	Cna_MSK071	Cna_MSK071	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K22699 K03147 (K00941 (K00788,K21220),K21219) K00946"	0.75	True	0.8	True	NA	No enzymes unique to module	NA	K00788,K00788,K00941,K00946,K03147,K03147	2354,817,816,1153,2116,2355	K00788 is present in multiple modules: M00127/M00895/M00896/M00899,K00941 is present in multiple modules: M00127/M00895/M00896/M00899,K00946 is present in multiple modules: M00127/M00895/M00896,K03147 is present in multiple modules: M00127/M00895/M00896/M00897	1	0	0,2,1,1
M00897	Cna_MSK071	Cna_MSK071	Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03146 K03147 K14153 K22911 K00949"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K03147,K03147	2116,2355	K03147 is present in multiple modules: M00127/M00895/M00896/M00897	0	0	0,2,0,0,0
M00899	Cna_MSK071	Cna_MSK071	Thiamine salvage pathway, HMP/HET => TMP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00878 ((K00941 K00788),K14153,K21219)"	1.0	True	1.0	True	1.0	K00878	1	K00788,K00788,K00878,K00941	2354,817,818,816	K00788 is present in multiple modules: M00127/M00895/M00896/M00899,K00941 is present in multiple modules: M00127/M00895/M00896/M00899	1	1	1,1
M00125	Cna_MSK071	Cna_MSK071	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01497,K14652) (K01498 K00082,K11752) (K22912,K20860,K20861,K20862,K21063,K21064) (K02858,K14652) K00794 K00793 (K20884 K22949,K11753)"	1.0	True	1.0	True	1.0	K11752,K11753,K21064	1,1,2	K00793,K00794,K01497,K02858,K11752,K11753,K14652,K21064,K21064	906,904,905,905,907,685,905,37,1624	K00793 is present in multiple modules: M00125/M00911,K00794 is present in multiple modules: M00125/M00911,K01497 is present in multiple modules: M00125/M00911,K02858 is present in multiple modules: M00125/M00911,K14652 is present in multiple modules: M00125/M00840	1	1	1,1,2,1,1,1,1
M00911	Cna_MSK071	Cna_MSK071	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01497 K14654 K14655 -- K02858 K00794 K00793 K00861 K00953"	0.4444444444444444	False	0.4444444444444444	False	NA	No enzymes unique to module	NA	K00793,K00794,K01497,K02858	906,904,905,905	'--' steps are assumed incomplete,K00793 is present in multiple modules: M00125/M00911,K00794 is present in multiple modules: M00125/M00911,K01497 is present in multiple modules: M00125/M00911,K02858 is present in multiple modules: M00125/M00911	0	0	1,0,0,0,1,1,1,0,0
M00124	Cna_MSK071	Cna_MSK071	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03472 K03473 K00831 K00097 K03474 K00275"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K00831	2317	K00831 is present in multiple modules: M00020/M00124	0	0	0,0,1,0,0,0
M00916	Cna_MSK071	Cna_MSK071	Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K06215+K08681"	1.0	True	1.0	True	1.0	K06215,K08681	1,1	K06215,K08681	353,354	None	1	1	1
M00115	Cna_MSK071	Cna_MSK071	NAD biosynthesis, aspartate => quinolinate => NAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00278,K06989) K03517 K00767 (K00969,K06210) (K01916,K01950)"	0.8	True	0.8	True	1.0	K03517	1	K00767,K00969,K01916,K03517	1660,1270,2072,1661	K00767 is present in multiple modules: M00115/M00912,K00969 is present in multiple modules: M00115/M00912,K01916 is present in multiple modules: M00115/M00912	1	0	0,1,1,1,1
M00912	Cna_MSK071	Cna_MSK071	NAD biosynthesis, tryptophan => quinolinate => NAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K00767 (K00969,K06210) (K01916,K01950)"	0.375	False	0.375	False	NA	No enzymes unique to module	NA	K00767,K00969,K01916	1660,1270,2072	K00767 is present in multiple modules: M00115/M00912,K00969 is present in multiple modules: M00115/M00912,K01916 is present in multiple modules: M00115/M00912	0	0	0,0,0,0,0,1,1,1
M00119	Cna_MSK071	Cna_MSK071	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00826 K00606 K00077 K01579 (K01918,K13799)"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00826,K01918	2113,192	K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K01918 is present in multiple modules: M00119/M00913	0	0	1,0,0,0,1
M00913	Cna_MSK071	Cna_MSK071	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00606 K00077 K13367 K00128 K01918"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K01918	192	K01918 is present in multiple modules: M00119/M00913	0	0	0,0,0,0,1
M00120	Cna_MSK071	Cna_MSK071	Coenzyme A biosynthesis, pantothenate => CoA	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00867,K03525,K01947,K09680) ((K01922,K21977) K01598,K13038) (K02318,(K00954,K02201) K00859)"	1.0	True	1.0	True	1.0	K00859,K00867,K00954	1,1,1	K00859,K00867,K00954,K13038	1176,2195,1159,914	K13038 is present in multiple modules: M00120/M00914	1	1	1,1,1
M00914	Cna_MSK071	Cna_MSK071	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00606 K00077 K06982 K09722 K13038 K02201 K09735"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K13038	914	K13038 is present in multiple modules: M00120/M00914	0	0	0,0,0,0,1,0,0
M00123	Cna_MSK071	Cna_MSK071	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00652 ((K00833,K19563) K01935,K19562) K01012"	0.6666666666666666	False	0.75	True	NA	No enzymes unique to module	NA	K00833,K01012,K01935	2039,1489,2038	K00833 is present in multiple modules: M00123/M00577,K01012 is present in multiple modules: M00123/M00950/M00573/M00577,K01935 is present in multiple modules: M00123/M00950/M00573/M00577	1	0	0,1,1
M00950	Cna_MSK071	Cna_MSK071	Biotin biosynthesis, BioU pathway, pimeloyl-ACP/CoA => biotin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00652 K25570 K01935 K01012"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K01012,K01935	1489,2038	K01012 is present in multiple modules: M00123/M00950/M00573/M00577,K01935 is present in multiple modules: M00123/M00950/M00573/M00577	0	0	0,0,1,1
